"Data";"Hora (UTC)";"Temp. [Hora] (C)";"Umi. (%)";"Pressao (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Nebulosidade (Decimos)";"Insolacao (h)";"Temp. Max. [Diaria] (h)";"Temp. Min. [Diaria] (h)";"Chuva [Diaria] (mm)"
"11/02/2024";"0000";"21,7";"84,0";"927,5";"3,6";"150,0";"5,0";"";"32,6";"";""
"11/02/2024";"0300";"";"";"";"";"";"";"";"";"";""
"11/02/2024";"0600";"";"";"";"";"";"";"";"";"";""
"11/02/2024";"0900";"";"";"";"";"";"";"";"";"";""
"11/02/2024";"1200";"25,6";"62,0";"928,5";"1,5";"360,0";"0,0";"";"";"19,9";"0,0"
"11/02/2024";"1500";"";"";"";"";"";"";"";"";"";""
"11/02/2024";"1800";"32,6";"33,0";"925,6";"3,1";"310,0";"5,0";"";"";"";""
"11/02/2024";"2100";"";"";"";"";"";"";"";"";"";""
"12/02/2024";"0000";"23,0";"81,0";"927,4";"3,1";"150,0";"0,0";"";"31,0";"";""
"12/02/2024";"0300";"";"";"";"";"";"";"";"";"";""
"12/02/2024";"0600";"";"";"";"";"";"";"";"";"";""
"12/02/2024";"0900";"";"";"";"";"";"";"";"";"";""
"12/02/2024";"1200";"26,5";"66,0";"929,3";"4,6";"340,0";"5,0";"";"";"22,6";"0,0"
"12/02/2024";"1500";"";"";"";"";"";"";"";"";"";""
"12/02/2024";"1800";"30,5";"44,0";"926,3";"6,2";"340,0";"2,5";"";"";"";""
"12/02/2024";"2100";"";"";"";"";"";"";"";"";"";""
"13/02/2024";"0000";"27,6";"54,0";"927,3";"3,1";"40,0";"0,0";"";"33,1";"";""
"13/02/2024";"0300";"";"";"";"";"";"";"";"";"";""
"13/02/2024";"0600";"";"";"";"";"";"";"";"";"";""
"13/02/2024";"0900";"";"";"";"";"";"";"";"";"";""
"13/02/2024";"1200";"26,3";"59,0";"928,0";"7,2";"330,0";"8,8";"";"";"";"0,0"
"13/02/2024";"1500";"";"";"";"";"";"";"";"";"";""
"13/02/2024";"1800";"32,2";"40,0";"925,3";"5,1";"310,0";"5,0";"";"";"";""
"13/02/2024";"2100";"";"";"";"";"";"";"";"";"";""
"14/02/2024";"0000";"25,3";"63,0";"926,7";"5,1";"60,0";"3,8";"";"24,7";"";""
"14/02/2024";"0300";"";"";"";"";"";"";"";"";"";""
"14/02/2024";"0600";"";"";"";"";"";"";"";"";"";""
"14/02/2024";"0900";"";"";"";"";"";"";"";"";"";""
"14/02/2024";"1200";"22,1";"82,0";"926,8";"6,7";"320,0";"10,0";"";"";"20,8";"30,0"
"14/02/2024";"1500";"";"";"";"";"";"";"";"";"";""
"14/02/2024";"1800";"23,9";"82,0";"925,2";"3,6";"330,0";"10,0";"";"";"";""
"14/02/2024";"2100";"";"";"";"";"";"";"";"";"";""
"15/02/2024";"0000";"20,4";"92,0";"926,7";"3,6";"250,0";"10,0";"";"21,8";"";""
"15/02/2024";"0300";"";"";"";"";"";"";"";"";"";""
"15/02/2024";"0600";"";"";"";"";"";"";"";"";"";""
"15/02/2024";"0900";"";"";"";"";"";"";"";"";"";""
"15/02/2024";"1200";"20,3";"89,0";"927,6";"5,7";"180,0";"10,0";"";"";"19,8";"9,0"
"15/02/2024";"1500";"";"";"";"";"";"";"";"";"";""
"15/02/2024";"1800";"20,4";"91,0";"927,0";"5,7";"170,0";"8,8";"";"";"";""
"15/02/2024";"2100";"";"";"";"";"";"";"";"";"";""
"16/02/2024";"0000";"18,9";"90,0";"927,8";"4,1";"160,0";"8,8";"";"24,8";"";""
"16/02/2024";"0300";"";"";"";"";"";"";"";"";"";""
"16/02/2024";"0600";"";"";"";"";"";"";"";"";"";""
"16/02/2024";"0900";"";"";"";"";"";"";"";"";"";""
"16/02/2024";"1200";"20,3";"84,0";"927,2";"2,1";"140,0";"8,8";"";"";"18,1";"1,0"
"16/02/2024";"1500";"";"";"";"";"";"";"";"";"";""
"16/02/2024";"1800";"24,7";"67,0";"924,5";"3,6";"170,0";"7,5";"";"";"";""
"16/02/2024";"2100";"";"";"";"";"";"";"";"";"";""
"17/02/2024";"0000";"19,8";"85,0";"925,5";"2,6";"150,0";"8,8";"";"27,2";"";""
"17/02/2024";"0300";"";"";"";"";"";"";"";"";"";""
"17/02/2024";"0600";"";"";"";"";"";"";"";"";"";""
"17/02/2024";"0900";"";"";"";"";"";"";"";"";"";""
"17/02/2024";"1200";"21,2";"74,0";"924,9";"2,1";"140,0";"7,5";"";"";"18,9";"0,0"
"17/02/2024";"1500";"";"";"";"";"";"";"";"";"";""
"17/02/2024";"1800";"27,1";"61,0";"922,3";"4,6";"180,0";"0,0";"";"";"";""
"17/02/2024";"2100";"";"";"";"";"";"";"";"";"";""
"18/02/2024";"0000";"21,1";"84,0";"924,0";"3,6";"170,0";"8,8";"";"28,1";"";""
"18/02/2024";"0300";"";"";"";"";"";"";"";"";"";""
"18/02/2024";"0600";"";"";"";"";"";"";"";"";"";""
"18/02/2024";"0900";"";"";"";"";"";"";"";"";"";""
"18/02/2024";"1200";"21,7";"82,0";"924,1";"2,1";"120,0";"8,8";"";"";"20,4";"0,0"
"18/02/2024";"1500";"";"";"";"";"";"";"";"";"";""
"18/02/2024";"1800";"25,2";"70,0";"920,3";"8,2";"150,0";"8,8";"";"";"";""
"18/02/2024";"2100";"";"";"";"";"";"";"";"";"";""
"19/02/2024";"0000";"20,1";"88,0";"922,0";"1,5";"130,0";"5,0";"";"27,2";"";""
"19/02/2024";"0300";"";"";"";"";"";"";"";"";"";""
"19/02/2024";"0600";"";"";"";"";"";"";"";"";"";""
"19/02/2024";"0900";"";"";"";"";"";"";"";"";"";""
"19/02/2024";"1200";"23,4";"71,0";"921,5";"2,1";"90,0";"6,3";"";"";"19,6";"29,0"
"19/02/2024";"1500";"";"";"";"";"";"";"";"";"";""
"19/02/2024";"1800";"24,3";"78,0";"918,7";"4,6";"170,0";"7,5";"";"";"";""
"19/02/2024";"2100";"";"";"";"";"";"";"";"";"";""
"20/02/2024";"0000";"21,5";"85,0";"920,1";"4,1";"140,0";"7,5";"";"24,7";"";""
"20/02/2024";"0300";"";"";"";"";"";"";"";"";"";""
"20/02/2024";"0600";"";"";"";"";"";"";"";"";"";""
"20/02/2024";"0900";"";"";"";"";"";"";"";"";"";""
"20/02/2024";"1200";"23,2";"77,0";"919,8";"3,6";"110,0";"7,5";"";"";"21,0";"0,0"
"20/02/2024";"1500";"";"";"";"";"";"";"";"";"";""
"20/02/2024";"1800";"21,3";"89,0";"917,8";"6,2";"200,0";"6,3";"";"";"";""
"20/02/2024";"2100";"";"";"";"";"";"";"";"";"";""
"21/02/2024";"0000";"19,4";"90,0";"920,9";"3,1";"150,0";"10,0";"";"26,5";"";""
"21/02/2024";"0300";"";"";"";"";"";"";"";"";"";""
"21/02/2024";"0600";"";"";"";"";"";"";"";"";"";""
"21/02/2024";"0900";"";"";"";"";"";"";"";"";"";""
"21/02/2024";"1200";"22,4";"78,0";"921,0";"1,0";"120,0";"5,0";"";"";"18,9";"18,0"
"21/02/2024";"1500";"";"";"";"";"";"";"";"";"";""
"21/02/2024";"1800";"22,6";"89,0";"918,4";"5,1";"170,0";"7,5";"";"";"";""
"21/02/2024";"2100";"";"";"";"";"";"";"";"";"";""
"22/02/2024";"0000";"20,8";"92,0";"921,3";"2,6";"100,0";"7,5";"";"30,1";"";""
"22/02/2024";"0300";"";"";"";"";"";"";"";"";"";""
"22/02/2024";"0600";"";"";"";"";"";"";"";"";"";""
"22/02/2024";"0900";"";"";"";"";"";"";"";"";"";""
"22/02/2024";"1200";"23,5";"76,0";"921,6";"2,1";"50,0";"5,0";"";"";"20,3";"17,0"
"22/02/2024";"1500";"";"";"";"";"";"";"";"";"";""
"22/02/2024";"1800";"30,1";"42,0";"919,6";"4,1";"290,0";"5,0";"";"";"";""
"22/02/2024";"2100";"";"";"";"";"";"";"";"";"";""
"23/02/2024";"0000";"22,4";"89,0";"923,0";"3,1";"140,0";"10,0";"";"31,3";"";""
"23/02/2024";"0300";"";"";"";"";"";"";"";"";"";""
"23/02/2024";"0600";"";"";"";"";"";"";"";"";"";""
"23/02/2024";"0900";"";"";"";"";"";"";"";"";"";""
"23/02/2024";"1200";"25,9";"67,0";"925,3";"3,1";"10,0";"3,8";"";"";"22,2";"0,0"
"23/02/2024";"1500";"";"";"";"";"";"";"";"";"";""
"23/02/2024";"1800";"31,3";"48,0";"923,3";"2,6";"320,0";"7,5";"";"";"";""
"23/02/2024";"2100";"";"";"";"";"";"";"";"";"";""
"24/02/2024";"0000";"23,1";"88,0";"927,5";"2,6";"160,0";"6,3";"";"29,6";"";""
"24/02/2024";"0300";"";"";"";"";"";"";"";"";"";""
"24/02/2024";"0600";"";"";"";"";"";"";"";"";"";""
"24/02/2024";"0900";"";"";"";"";"";"";"";"";"";""
"24/02/2024";"1200";"25,4";"77,0";"929,0";"4,1";"330,0";"6,3";"";"";"22,6";"4,0"
"24/02/2024";"1500";"";"";"";"";"";"";"";"";"";""
"24/02/2024";"1800";"21,1";"92,0";"929,0";"4,1";"50,0";"10,0";"";"";"";""
"24/02/2024";"2100";"";"";"";"";"";"";"";"";"";""
"25/02/2024";"0000";"22,5";"87,0";"929,2";"1,0";"90,0";"0,0";"";"28,8";"";""
"25/02/2024";"0300";"";"";"";"";"";"";"";"";"";""
"25/02/2024";"0600";"";"";"";"";"";"";"";"";"";""
"25/02/2024";"0900";"";"";"";"";"";"";"";"";"";""
"25/02/2024";"1200";"23,2";"85,0";"931,0";"2,6";"170,0";"6,3";"";"";"21,1";"20,0"
"25/02/2024";"1500";"";"";"";"";"";"";"";"";"";""
"25/02/2024";"1800";"27,9";"66,0";"928,9";"6,2";"160,0";"6,3";"";"";"";""
"25/02/2024";"2100";"";"";"";"";"";"";"";"";"";""
"26/02/2024";"0000";"23,0";"83,0";"929,3";"5,1";"130,0";"6,3";"";"26,3";"";""
"26/02/2024";"0300";"";"";"";"";"";"";"";"";"";""
"26/02/2024";"0600";"";"";"";"";"";"";"";"";"";""
"26/02/2024";"0900";"";"";"";"";"";"";"";"";"";""
"26/02/2024";"1200";"24,3";"74,0";"929,6";"4,1";"110,0";"5,0";"";"";"21,7";"0,0"
"26/02/2024";"1500";"";"";"";"";"";"";"";"";"";""
"26/02/2024";"1800";"26,1";"70,0";"927,1";"5,7";"150,0";"7,5";"";"";"";""
"26/02/2024";"2100";"";"";"";"";"";"";"";"";"";""
"27/02/2024";"0000";"22,7";"84,0";"927,1";"4,1";"130,0";"10,0";"";"31,6";"";""
"27/02/2024";"0300";"";"";"";"";"";"";"";"";"";""
"27/02/2024";"0600";"";"";"";"";"";"";"";"";"";""
"27/02/2024";"0900";"";"";"";"";"";"";"";"";"";""
"27/02/2024";"1200";"25,8";"71,0";"925,2";"3,1";"360,0";"8,8";"";"";"22,0";"0,0"
"27/02/2024";"1500";"";"";"";"";"";"";"";"";"";""
"27/02/2024";"1800";"31,6";"45,0";"922,1";"5,1";"290,0";"0,0";"";"";"";""
"27/02/2024";"2100";"";"";"";"";"";"";"";"";"";""
"28/02/2024";"0000";"28,4";"62,0";"923,2";"2,1";"250,0";"0,0";"";"31,0";"";""
"28/02/2024";"0300";"";"";"";"";"";"";"";"";"";""
"28/02/2024";"0600";"";"";"";"";"";"";"";"";"";""
"28/02/2024";"0900";"";"";"";"";"";"";"";"";"";""
"28/02/2024";"1200";"27,5";"65,0";"924,1";"2,6";"290,0";"1,3";"";"";"23,4";"0,0"
"28/02/2024";"1500";"";"";"";"";"";"";"";"";"";""
"28/02/2024";"1800";"";"";"";"";"";"";"";"";"";""
"28/02/2024";"2100";"";"";"";"";"";"";"";"";"";""
"29/02/2024";"0000";"23,3";"87,0";"924,9";"1,5";"140,0";"8,8";"";"31,0";"";""
"29/02/2024";"0300";"";"";"";"";"";"";"";"";"";""
"29/02/2024";"0600";"";"";"";"";"";"";"";"";"";""
"29/02/2024";"0900";"";"";"";"";"";"";"";"";"";""
"29/02/2024";"1200";"24,8";"72,0";"926,0";"1,5";"200,0";"7,5";"";"";"22,1";"25,0"
"29/02/2024";"1500";"";"";"";"";"";"";"";"";"";""
"29/02/2024";"1800";"30,3";"48,0";"923,1";"3,6";"210,0";"5,0";"";"";"";""
"29/02/2024";"2100";"";"";"";"";"";"";"";"";"";""
"01/03/2024";"0000";"23,0";"84,0";"925,0";"3,1";"140,0";"5,0";"";"28,7";"";""
"01/03/2024";"0300";"";"";"";"";"";"";"";"";"";""
"01/03/2024";"0600";"";"";"";"";"";"";"";"";"";""
"01/03/2024";"0900";"";"";"";"";"";"";"";"";"";""
"01/03/2024";"1200";"25,3";"72,0";"924,3";"2,1";"240,0";"7,5";"";"";"22,7";"0,2"
"01/03/2024";"1500";"";"";"";"";"";"";"";"";"";""
"01/03/2024";"1800";"25,7";"72,0";"923,1";"8,2";"170,0";"8,8";"";"";"";""
"01/03/2024";"2100";"";"";"";"";"";"";"";"";"";""
"02/03/2024";"0000";"20,6";"82,0";"925,8";"4,1";"130,0";"3,8";"";"26,9";"";""
"02/03/2024";"0300";"";"";"";"";"";"";"";"";"";""
"02/03/2024";"0600";"";"";"";"";"";"";"";"";"";""
"02/03/2024";"0900";"";"";"";"";"";"";"";"";"";""
"02/03/2024";"1200";"22,9";"66,0";"926,4";"4,1";"130,0";"5,0";"";"";"19,7";"0,1"
"02/03/2024";"1500";"";"";"";"";"";"";"";"";"";""
"02/03/2024";"1800";"26,6";"57,0";"924,1";"4,6";"170,0";"3,8";"";"";"";""
"02/03/2024";"2100";"";"";"";"";"";"";"";"";"";""
"03/03/2024";"0000";"20,5";"81,0";"925,5";"3,6";"140,0";"5,0";"";"30,7";"";""
"03/03/2024";"0300";"";"";"";"";"";"";"";"";"";""
"03/03/2024";"0600";"";"";"";"";"";"";"";"";"";""
"03/03/2024";"0900";"";"";"";"";"";"";"";"";"";""
"03/03/2024";"1200";"23,4";"68,0";"925,2";"3,1";"60,0";"0,0";"";"";"20,0";"0,0"
"03/03/2024";"1500";"";"";"";"";"";"";"";"";"";""
"03/03/2024";"1800";"29,8";"53,0";"922,3";"5,1";"170,0";"7,5";"";"";"";""
"03/03/2024";"2100";"";"";"";"";"";"";"";"";"";""
"04/03/2024";"0000";"22,4";"85,0";"924,5";"2,1";"130,0";"6,3";"";"31,0";"";""
"04/03/2024";"0300";"";"";"";"";"";"";"";"";"";""
"04/03/2024";"0600";"";"";"";"";"";"";"";"";"";""
"04/03/2024";"0900";"";"";"";"";"";"";"";"";"";""
"04/03/2024";"1200";"25,3";"63,0";"924,9";"2,1";"20,0";"0,0";"";"";"21,0";"0,0"
"04/03/2024";"1500";"";"";"";"";"";"";"";"";"";""
"04/03/2024";"1800";"29,4";"59,0";"922,4";"4,1";"180,0";"6,3";"";"";"";""
"04/03/2024";"2100";"";"";"";"";"";"";"";"";"";""
"05/03/2024";"0000";"22,7";"88,0";"925,1";"3,6";"150,0";"8,8";"";"31,0";"";""
"05/03/2024";"0300";"";"";"";"";"";"";"";"";"";""
"05/03/2024";"0600";"";"";"";"";"";"";"";"";"";""
"05/03/2024";"0900";"";"";"";"";"";"";"";"";"";""
"05/03/2024";"1200";"25,2";"74,0";"925,1";"3,1";"340,0";"5,0";"";"";"21,5";"0,0"
"05/03/2024";"1500";"";"";"";"";"";"";"";"";"";""
"05/03/2024";"1800";"25,7";"77,0";"922,9";"7,2";"160,0";"6,3";"";"";"";""
"05/03/2024";"2100";"";"";"";"";"";"";"";"";"";""
"06/03/2024";"0000";"20,5";"95,0";"925,2";"1,5";"330,0";"7,5";"";"26,1";"";""
"06/03/2024";"0300";"";"";"";"";"";"";"";"";"";""
"06/03/2024";"0600";"";"";"";"";"";"";"";"";"";""
"06/03/2024";"0900";"";"";"";"";"";"";"";"";"";""
"06/03/2024";"1200";"24,2";"74,0";"926,3";"2,1";"110,0";"8,8";"";"";"19,8";"29,0"
"06/03/2024";"1500";"";"";"";"";"";"";"";"";"";""
"06/03/2024";"1800";"25,4";"69,0";"925,4";"5,7";"180,0";"8,8";"";"";"";""
"06/03/2024";"2100";"";"";"";"";"";"";"";"";"";""
"07/03/2024";"0000";"21,1";"87,0";"927,8";"7,2";"150,0";"7,5";"";"26,8";"";""
"07/03/2024";"0300";"";"";"";"";"";"";"";"";"";""
"07/03/2024";"0600";"";"";"";"";"";"";"";"";"";""
"07/03/2024";"0900";"";"";"";"";"";"";"";"";"";""
"07/03/2024";"1200";"22,8";"81,0";"929,4";"3,1";"110,0";"10,0";"";"";"20,1";"0,0"
"07/03/2024";"1500";"";"";"";"";"";"";"";"";"";""
"07/03/2024";"1800";"25,5";"73,0";"927,4";"6,7";"160,0";"6,3";"";"";"";""
"07/03/2024";"2100";"";"";"";"";"";"";"";"";"";""
"08/03/2024";"0000";"22,5";"85,0";"928,7";"4,6";"140,0";"10,0";"";"28,6";"";""
"08/03/2024";"0300";"";"";"";"";"";"";"";"";"";""
"08/03/2024";"0600";"";"";"";"";"";"";"";"";"";""
"08/03/2024";"0900";"";"";"";"";"";"";"";"";"";""
"08/03/2024";"1200";"24,5";"75,0";"928,5";"3,6";"90,0";"7,5";"";"";"22,3";"0,0"
"08/03/2024";"1500";"";"";"";"";"";"";"";"";"";""
"08/03/2024";"1800";"26,8";"72,0";"924,4";"5,7";"180,0";"8,8";"";"";"";""
"08/03/2024";"2100";"";"";"";"";"";"";"";"";"";""
"09/03/2024";"0000";"22,7";"94,0";"926,4";"2,6";"130,0";"10,0";"";"30,6";"";""
"09/03/2024";"0300";"";"";"";"";"";"";"";"";"";""
"09/03/2024";"0600";"";"";"";"";"";"";"";"";"";""
"09/03/2024";"0900";"";"";"";"";"";"";"";"";"";""
"09/03/2024";"1200";"24,9";"79,0";"924,5";"4,1";"350,0";"8,8";"";"";"21,7";"31,0"
"09/03/2024";"1500";"";"";"";"";"";"";"";"";"";""
"09/03/2024";"1800";"30,6";"54,0";"921,4";"4,1";"300,0";"6,3";"";"";"";""
"09/03/2024";"2100";"";"";"";"";"";"";"";"";"";""
"10/03/2024";"0000";"25,9";"77,0";"924,4";"1,5";"330,0";"10,0";"";"28,3";"";""
"10/03/2024";"0300";"";"";"";"";"";"";"";"";"";""
"10/03/2024";"0600";"";"";"";"";"";"";"";"";"";""
"10/03/2024";"0900";"";"";"";"";"";"";"";"";"";""
"10/03/2024";"1200";"23,6";"86,0";"925,3";"2,6";"310,0";"8,8";"";"";"22,4";"0,0"
"10/03/2024";"1500";"";"";"";"";"";"";"";"";"";""
"10/03/2024";"1800";"26,6";"69,0";"923,5";"5,1";"170,0";"8,8";"";"";"";""
"10/03/2024";"2100";"";"";"";"";"";"";"";"";"";""
"11/03/2024";"0000";"22,4";"83,0";"926,5";"5,1";"180,0";"5,0";"";"26,8";"";""
"11/03/2024";"0300";"";"";"";"";"";"";"";"";"";""
"11/03/2024";"0600";"";"";"";"";"";"";"";"";"";""
"11/03/2024";"0900";"";"";"";"";"";"";"";"";"";""
"11/03/2024";"1200";"22,9";"64,0";"928,6";"4,1";"170,0";"5,0";"";"";"19,8";"6,0"
"11/03/2024";"1500";"";"";"";"";"";"";"";"";"";""
"11/03/2024";"1800";"24,8";"67,0";"926,4";"6,2";"170,0";"7,5";"";"";"";""
"11/03/2024";"2100";"";"";"";"";"";"";"";"";"";""
"12/03/2024";"0000";"19,4";"84,0";"928,6";"5,7";"140,0";"5,0";"";"26,5";"";""
"12/03/2024";"0300";"";"";"";"";"";"";"";"";"";""
"12/03/2024";"0600";"";"";"";"";"";"";"";"";"";""
"12/03/2024";"0900";"";"";"";"";"";"";"";"";"";""
"12/03/2024";"1200";"22,5";"55,0";"928,7";"2,6";"120,0";"1,3";"";"";"17,0";"0,0"
"12/03/2024";"1500";"";"";"";"";"";"";"";"";"";""
"12/03/2024";"1800";"23,9";"74,0";"926,8";"6,2";"150,0";"6,3";"";"";"";""
"12/03/2024";"2100";"";"";"";"";"";"";"";"";"";""
"13/03/2024";"0000";"20,3";"88,0";"927,5";"4,1";"130,0";"10,0";"";"30,8";"";""
"13/03/2024";"0300";"";"";"";"";"";"";"";"";"";""
"13/03/2024";"0600";"";"";"";"";"";"";"";"";"";""
"13/03/2024";"0900";"";"";"";"";"";"";"";"";"";""
"13/03/2024";"1200";"24,2";"71,0";"927,7";"2,6";"70,0";"0,0";"";"";"20,2";"0,0"
"13/03/2024";"1500";"";"";"";"";"";"";"";"";"";""
"13/03/2024";"1800";"24,3";"78,0";"925,4";"5,7";"170,0";"0,0";"";"";"";""
"13/03/2024";"2100";"";"";"";"";"";"";"";"";"";""
"14/03/2024";"0000";"21,3";"91,0";"926,6";"2,1";"130,0";"8,8";"";"32,7";"";""
"14/03/2024";"0300";"";"";"";"";"";"";"";"";"";""
"14/03/2024";"0600";"";"";"";"";"";"";"";"";"";""
"14/03/2024";"0900";"";"";"";"";"";"";"";"";"";""
"14/03/2024";"1200";"26,0";"72,0";"926,4";"1,5";"50,0";"0,0";"";"";"20,7";"0,0"
"14/03/2024";"1500";"";"";"";"";"";"";"";"";"";""
"14/03/2024";"1800";"32,7";"48,0";"923,8";"3,1";"260,0";"3,8";"";"";"";""
"14/03/2024";"2100";"";"";"";"";"";"";"";"";"";""
"15/03/2024";"0000";"26,9";"65,0";"924,8";"1,5";"100,0";"0,0";"";"33,4";"";""
"15/03/2024";"0300";"";"";"";"";"";"";"";"";"";""
"15/03/2024";"0600";"";"";"";"";"";"";"";"";"";""
"15/03/2024";"0900";"";"";"";"";"";"";"";"";"";""
"15/03/2024";"1200";"27,7";"60,0";"924,7";"3,1";"10,0";"0,0";"";"";"23,8";"0,0"
"15/03/2024";"1500";"";"";"";"";"";"";"";"";"";""
"15/03/2024";"1800";"33,2";"36,0";"921,2";"4,1";"300,0";"5,0";"";"";"";""
"15/03/2024";"2100";"";"";"";"";"";"";"";"";"";""
"16/03/2024";"0000";"28,5";"56,0";"923,0";"2,1";"80,0";"0,0";"";"32,9";"";""
"16/03/2024";"0300";"";"";"";"";"";"";"";"";"";""
"16/03/2024";"0600";"";"";"";"";"";"";"";"";"";""
"16/03/2024";"0900";"";"";"";"";"";"";"";"";"";""
"16/03/2024";"1200";"27,9";"64,0";"923,2";"3,1";"50,0";"2,5";"";"";"";"0,0"
"16/03/2024";"1500";"";"";"";"";"";"";"";"";"";""
"16/03/2024";"1800";"32,4";"41,0";"920,2";"3,6";"300,0";"1,3";"";"";"";""
"16/03/2024";"2100";"";"";"";"";"";"";"";"";"";""
"17/03/2024";"0000";"28,2";"61,0";"922,6";"2,1";"130,0";"2,5";"";"33,5";"";""
"17/03/2024";"0300";"";"";"";"";"";"";"";"";"";""
"17/03/2024";"0600";"";"";"";"";"";"";"";"";"";""
"17/03/2024";"0900";"";"";"";"";"";"";"";"";"";""
"17/03/2024";"1200";"28,6";"59,0";"923,7";"4,1";"350,0";"0,0";"";"";"";"0,0"
"17/03/2024";"1500";"";"";"";"";"";"";"";"";"";""
"17/03/2024";"1800";"33,5";"37,0";"921,0";"5,1";"330,0";"1,3";"";"";"";""
"17/03/2024";"2100";"";"";"";"";"";"";"";"";"";""
"18/03/2024";"0000";"25,0";"77,0";"924,8";"3,1";"110,0";"7,5";"";"29,8";"";""
"18/03/2024";"0300";"";"";"";"";"";"";"";"";"";""
"18/03/2024";"0600";"";"";"";"";"";"";"";"";"";""
"18/03/2024";"0900";"";"";"";"";"";"";"";"";"";""
"18/03/2024";"1200";"26,0";"69,0";"925,2";"1,5";"40,0";"2,5";"";"";"22,8";"0,0"
"18/03/2024";"1500";"";"";"";"";"";"";"";"";"";""
"18/03/2024";"1800";"25,6";"81,0";"922,7";"5,1";"160,0";"7,5";"";"";"";""
"18/03/2024";"2100";"";"";"";"";"";"";"";"";"";""
"19/03/2024";"0000";"23,6";"87,0";"924,9";"3,1";"110,0";"8,8";"";"30,9";"";""
"19/03/2024";"0300";"";"";"";"";"";"";"";"";"";""
"19/03/2024";"0600";"";"";"";"";"";"";"";"";"";""
"19/03/2024";"0900";"";"";"";"";"";"";"";"";"";""
"19/03/2024";"1200";"25,7";"75,0";"924,5";"1,5";"330,0";"1,3";"";"";"22,8";"1,0"
"19/03/2024";"1500";"";"";"";"";"";"";"";"";"";""
"19/03/2024";"1800";"30,2";"58,0";"920,0";"3,1";"200,0";"7,5";"";"";"";""
"19/03/2024";"2100";"";"";"";"";"";"";"";"";"";""
"20/03/2024";"0000";"24,0";"84,0";"923,3";"3,6";"140,0";"6,3";"";"30,7";"";""
"20/03/2024";"0300";"";"";"";"";"";"";"";"";"";""
"20/03/2024";"0600";"";"";"";"";"";"";"";"";"";""
"20/03/2024";"0900";"";"";"";"";"";"";"";"";"";""
"20/03/2024";"1200";"25,7";"73,0";"922,1";"3,6";"350,0";"3,8";"";"";"23,2";"4,0"
"20/03/2024";"1500";"";"";"";"";"";"";"";"";"";""
"20/03/2024";"1800";"30,7";"49,0";"919,0";"2,6";"330,0";"6,3";"";"";"";""
"20/03/2024";"2100";"";"";"";"";"";"";"";"";"";""
"21/03/2024";"0000";"26,4";"74,0";"921,9";"1,5";"60,0";"5,0";"";"31,4";"";""
"21/03/2024";"0300";"";"";"";"";"";"";"";"";"";""
"21/03/2024";"0600";"";"";"";"";"";"";"";"";"";""
"21/03/2024";"0900";"";"";"";"";"";"";"";"";"";""
"21/03/2024";"1200";"27,1";"67,0";"921,4";"5,7";"350,0";"0,0";"";"";"24,3";"0,0"
"21/03/2024";"1500";"";"";"";"";"";"";"";"";"";""
"21/03/2024";"1800";"31,4";"46,0";"918,9";"7,2";"320,0";"3,8";"";"";"";""
"21/03/2024";"2100";"";"";"";"";"";"";"";"";"";""
"22/03/2024";"0000";"24,1";"80,0";"923,6";"5,1";"210,0";"10,0";"";"20,9";"";""
"22/03/2024";"0300";"";"";"";"";"";"";"";"";"";""
"22/03/2024";"0600";"";"";"";"";"";"";"";"";"";""
"22/03/2024";"0900";"";"";"";"";"";"";"";"";"";""
"22/03/2024";"1200";"20,6";"93,0";"927,7";"6,2";"150,0";"10,0";"";"";"20,5";"3,0"
"22/03/2024";"1500";"";"";"";"";"";"";"";"";"";""
"22/03/2024";"1800";"19,9";"87,0";"927,9";"8,7";"160,0";"10,0";"";"";"";""
"22/03/2024";"2100";"";"";"";"";"";"";"";"";"";""
"23/03/2024";"0000";"17,2";"91,0";"930,8";"6,2";"140,0";"10,0";"";"";"";""
"23/03/2024";"0300";"";"";"";"";"";"";"";"";"";""
"23/03/2024";"0600";"";"";"";"";"";"";"";"";"";""
"23/03/2024";"0900";"";"";"";"";"";"";"";"";"";""
"23/03/2024";"1200";"18,0";"82,0";"930,3";"5,1";"120,0";"10,0";"";"";"17,2";"4,0"
"23/03/2024";"1500";"";"";"";"";"";"";"";"";"";""
"23/03/2024";"1800";"17,7";"88,0";"928,9";"4,6";"140,0";"10,0";"";"";"";""
"23/03/2024";"2100";"";"";"";"";"";"";"";"";"";""
"24/03/2024";"0000";"17,2";"89,0";"930,0";"4,6";"120,0";"6,3";"";"22,7";"";""
"24/03/2024";"0300";"";"";"";"";"";"";"";"";"";""
"24/03/2024";"0600";"";"";"";"";"";"";"";"";"";""
"24/03/2024";"0900";"";"";"";"";"";"";"";"";"";""
"24/03/2024";"1200";"";"";"";"";"";"";"";"";"";""
"24/03/2024";"1500";"";"";"";"";"";"";"";"";"";""
"24/03/2024";"1800";"22,4";"71,0";"925,9";"1,5";"60,0";"10,0";"";"";"";""
"24/03/2024";"2100";"";"";"";"";"";"";"";"";"";""
"25/03/2024";"0000";"19,1";"90,0";"926,9";"3,1";"140,0";"8,8";"";"26,3";"";""
"25/03/2024";"0300";"";"";"";"";"";"";"";"";"";""
"25/03/2024";"0600";"";"";"";"";"";"";"";"";"";""
