"Data";"Hora (UTC)";"Temp. [Hora] (C)";"Umi. (%)";"Pressao (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Nebulosidade (Decimos)";"Insolacao (h)";"Temp. Max. [Diaria] (h)";"Temp. Min. [Diaria] (h)";"Chuva [Diaria] (mm)"
"20/04/2023";"0900";"";"";"";"";"";"";"";"";"";""
"20/04/2023";"1200";"16,9";"57,0";"926,2";"3,6";"210,0";"2,5";"";"";"";"0,0"
"20/04/2023";"1500";"";"";"";"";"";"";"";"";"";""
"20/04/2023";"1800";"20,3";"51,0";"925,5";"3,6";"160,0";"5,0";"";"";"";""
"20/04/2023";"2100";"";"";"";"";"";"";"";"";"";""
"21/04/2023";"0000";"14,5";"79,0";"928,7";"5,1";"180,0";"0,0";"";"20,8";"";""
"21/04/2023";"0300";"";"";"";"";"";"";"";"";"";""
"21/04/2023";"0600";"";"";"";"";"";"";"";"";"";""
"21/04/2023";"0900";"";"";"";"";"";"";"";"";"";""
"21/04/2023";"1200";"14,7";"83,0";"929,5";"2,6";"130,0";"7,5";"";"";"";"0,0"
"21/04/2023";"1500";"";"";"";"";"";"";"";"";"";""
"21/04/2023";"1800";"20,0";"63,0";"927,7";"6,7";"160,0";"5,0";"";"";"";""
"21/04/2023";"2100";"";"";"";"";"";"";"";"";"";""
"22/04/2023";"0000";"15,6";"86,0";"929,0";"4,6";"140,0";"6,3";"";"23,2";"";""
"22/04/2023";"0300";"";"";"";"";"";"";"";"";"";""
"22/04/2023";"0600";"";"";"";"";"";"";"";"";"";""
"22/04/2023";"0900";"";"";"";"";"";"";"";"";"";""
"22/04/2023";"1200";"16,8";"80,0";"930,5";"2,6";"70,0";"5,0";"";"";"";"0,0"
"22/04/2023";"1500";"";"";"";"";"";"";"";"";"";""
"22/04/2023";"1800";"21,6";"64,0";"927,6";"5,7";"160,0";"6,3";"";"";"";""
"22/04/2023";"2100";"";"";"";"";"";"";"";"";"";""
"23/04/2023";"0000";"17,6";"85,0";"929,3";"4,1";"150,0";"6,3";"";"24,4";"";""
"23/04/2023";"0300";"";"";"";"";"";"";"";"";"";""
"23/04/2023";"0600";"";"";"";"";"";"";"";"";"";""
"23/04/2023";"0900";"";"";"";"";"";"";"";"";"";""
"23/04/2023";"1200";"20,0";"74,0";"930,5";"3,1";"100,0";"3,8";"";"";"";"0,0"
"23/04/2023";"1500";"";"";"";"";"";"";"";"";"";""
"23/04/2023";"1800";"22,6";"61,0";"928,1";"5,1";"130,0";"2,5";"";"";"";""
"23/04/2023";"2100";"";"";"";"";"";"";"";"";"";""
"24/04/2023";"0000";"18,1";"84,0";"930,3";"3,6";"130,0";"2,5";"";"24,2";"";""
"24/04/2023";"0300";"";"";"";"";"";"";"";"";"";""
"24/04/2023";"0600";"";"";"";"";"";"";"";"";"";""
"24/04/2023";"0900";"";"";"";"";"";"";"";"";"";""
"24/04/2023";"1200";"19,4";"67,0";"931,1";"3,6";"80,0";"0,0";"";"";"16,1";"0,0"
"24/04/2023";"1500";"";"";"";"";"";"";"";"";"";""
"24/04/2023";"1800";"22,9";"57,0";"928,9";"5,7";"160,0";"1,3";"";"";"";""
"24/04/2023";"2100";"";"";"";"";"";"";"";"";"";""
"25/04/2023";"0000";"17,1";"84,0";"930,4";"3,6";"120,0";"1,3";"";"25,4";"";""
"25/04/2023";"0300";"";"";"";"";"";"";"";"";"";""
"25/04/2023";"0600";"";"";"";"";"";"";"";"";"";""
"25/04/2023";"0900";"";"";"";"";"";"";"";"";"";""
"25/04/2023";"1200";"18,1";"78,0";"930,6";"2,6";"30,0";"0,0";"";"";"";"0,0"
"25/04/2023";"1500";"";"";"";"";"";"";"";"";"";""
"25/04/2023";"1800";"25,4";"40,0";"927,6";"2,6";"260,0";"5,0";"";"";"";""
"25/04/2023";"2100";"";"";"";"";"";"";"";"";"";""
"26/04/2023";"0000";"18,2";"89,0";"928,1";"2,1";"140,0";"6,3";"";"23,8";"";""
"26/04/2023";"0300";"";"";"";"";"";"";"";"";"";""
"26/04/2023";"0600";"";"";"";"";"";"";"";"";"";""
"26/04/2023";"0900";"";"";"";"";"";"";"";"";"";""
"26/04/2023";"1200";"20,6";"73,0";"927,2";"2,1";"40,0";"0,0";"";"";"17,7";"0,0"
"26/04/2023";"1500";"";"";"";"";"";"";"";"";"";""
"26/04/2023";"1800";"20,3";"80,0";"924,6";"4,6";"360,0";"10,0";"";"";"";""
"26/04/2023";"2100";"";"";"";"";"";"";"";"";"";""
"27/04/2023";"0000";"19,4";"85,0";"925,3";"4,1";"330,0";"2,5";"";"23,7";"";""
"27/04/2023";"0300";"";"";"";"";"";"";"";"";"";""
"27/04/2023";"0600";"";"";"";"";"";"";"";"";"";""
"27/04/2023";"0900";"";"";"";"";"";"";"";"";"";""
"27/04/2023";"1200";"20,7";"81,0";"925,4";"4,1";"330,0";"8,8";"";"";"17,8";"0,0"
"27/04/2023";"1500";"";"";"";"";"";"";"";"";"";""
"27/04/2023";"1800";"22,9";"68,0";"922,8";"3,6";"230,0";"8,8";"";"";"";""
"27/04/2023";"2100";"";"";"";"";"";"";"";"";"";""
"28/04/2023";"0000";"18,3";"91,0";"925,4";"3,6";"180,0";"10,0";"";"";"";""
"28/04/2023";"0300";"";"";"";"";"";"";"";"";"";""
"28/04/2023";"0600";"";"";"";"";"";"";"";"";"";""
"28/04/2023";"0900";"";"";"";"";"";"";"";"";"";""
"28/04/2023";"1200";"17,6";"86,0";"927,3";"3,1";"130,0";"10,0";"";"";"16,5";"3,0"
"28/04/2023";"1500";"";"";"";"";"";"";"";"";"";""
"28/04/2023";"1800";"16,1";"88,0";"926,9";"4,1";"190,0";"10,0";"";"";"";""
"28/04/2023";"2100";"";"";"";"";"";"";"";"";"";""
"29/04/2023";"0000";"16,3";"89,0";"928,3";"2,6";"110,0";"6,3";"";"22,0";"";""
"29/04/2023";"0300";"";"";"";"";"";"";"";"";"";""
"29/04/2023";"0600";"";"";"";"";"";"";"";"";"";""
"29/04/2023";"0900";"";"";"";"";"";"";"";"";"";""
"29/04/2023";"1200";"17,9";"90,0";"928,7";"2,6";"130,0";"10,0";"";"";"";"0,1"
"29/04/2023";"1500";"";"";"";"";"";"";"";"";"";""
"29/04/2023";"1800";"21,4";"75,0";"926,4";"5,1";"170,0";"7,5";"";"";"";""
"29/04/2023";"2100";"";"";"";"";"";"";"";"";"";""
"30/04/2023";"0000";"18,2";"90,0";"928,5";"3,1";"150,0";"6,3";"";"25,6";"";""
"30/04/2023";"0300";"";"";"";"";"";"";"";"";"";""
"30/04/2023";"0600";"";"";"";"";"";"";"";"";"";""
"30/04/2023";"0900";"";"";"";"";"";"";"";"";"";""
"30/04/2023";"1200";"20,5";"77,0";"928,6";"1,5";"70,0";"6,3";"";"";"17,9";"0,0"
"30/04/2023";"1500";"";"";"";"";"";"";"";"";"";""
"30/04/2023";"1800";"25,2";"60,0";"924,9";"3,1";"180,0";"7,5";"";"";"";""
"30/04/2023";"2100";"";"";"";"";"";"";"";"";"";""
"01/05/2023";"0000";"19,6";"89,0";"927,3";"3,1";"160,0";"10,0";"";"26,2";"";""
"01/05/2023";"0300";"";"";"";"";"";"";"";"";"";""
"01/05/2023";"0600";"";"";"";"";"";"";"";"";"";""
"01/05/2023";"0900";"";"";"";"";"";"";"";"";"";""
"01/05/2023";"1200";"21,3";"75,0";"927,9";"1,5";"60,0";"1,3";"";"";"19,0";"0,0"
"01/05/2023";"1500";"";"";"";"";"";"";"";"";"";""
"01/05/2023";"1800";"23,1";"75,0";"923,8";"6,2";"150,0";"7,5";"";"";"";""
"01/05/2023";"2100";"";"";"";"";"";"";"";"";"";""
"02/05/2023";"0000";"19,7";"88,0";"925,9";"3,1";"140,0";"10,0";"";"25,7";"";""
"02/05/2023";"0300";"";"";"";"";"";"";"";"";"";""
"02/05/2023";"0600";"";"";"";"";"";"";"";"";"";""
"02/05/2023";"0900";"";"";"";"";"";"";"";"";"";""
"02/05/2023";"1200";"20,3";"77,0";"926,3";"4,1";"80,0";"5,0";"";"";"18,0";"0,0"
"02/05/2023";"1500";"";"";"";"";"";"";"";"";"";""
"02/05/2023";"1800";"23,8";"69,0";"923,2";"4,6";"150,0";"7,5";"";"";"";""
"02/05/2023";"2100";"";"";"";"";"";"";"";"";"";""
"03/05/2023";"0000";"19,3";"90,0";"925,7";"4,1";"150,0";"10,0";"";"26,7";"";""
"03/05/2023";"0300";"";"";"";"";"";"";"";"";"";""
"03/05/2023";"0600";"";"";"";"";"";"";"";"";"";""
"03/05/2023";"0900";"";"";"";"";"";"";"";"";"";""
"03/05/2023";"1200";"19,7";"84,0";"926,9";"2,6";"50,0";"8,8";"";"";"18,3";"0,0"
"03/05/2023";"1500";"";"";"";"";"";"";"";"";"";""
"03/05/2023";"1800";"26,4";"45,0";"924,0";"2,1";"340,0";"6,3";"";"";"";""
"03/05/2023";"2100";"";"";"";"";"";"";"";"";"";""
"04/05/2023";"0000";"20,2";"87,0";"926,6";"3,1";"150,0";"7,5";"";"27,5";"";""
"04/05/2023";"0300";"";"";"";"";"";"";"";"";"";""
"04/05/2023";"0600";"";"";"";"";"";"";"";"";"";""
"04/05/2023";"0900";"";"";"";"";"";"";"";"";"";""
"04/05/2023";"1200";"20,7";"81,0";"928,0";"2,6";"40,0";"0,0";"";"";"19,2";"0,0"
"04/05/2023";"1500";"";"";"";"";"";"";"";"";"";""
"04/05/2023";"1800";"27,3";"39,0";"925,4";"4,1";"320,0";"3,8";"";"";"";""
"04/05/2023";"2100";"";"";"";"";"";"";"";"";"";""
"05/05/2023";"0000";"20,7";"83,0";"928,5";"3,6";"150,0";"0,0";"";"27,4";"";""
"05/05/2023";"0300";"";"";"";"";"";"";"";"";"";""
"05/05/2023";"0600";"";"";"";"";"";"";"";"";"";""
"05/05/2023";"0900";"";"";"";"";"";"";"";"";"";""
"05/05/2023";"1200";"20,8";"83,0";"930,6";"1,5";"140,0";"2,5";"";"";"18,4";"0,0"
"05/05/2023";"1500";"";"";"";"";"";"";"";"";"";""
"05/05/2023";"1800";"26,0";"64,0";"926,9";"4,6";"150,0";"2,5";"";"";"";""
"05/05/2023";"2100";"";"";"";"";"";"";"";"";"";""
"06/05/2023";"0000";"21,0";"87,0";"930,2";"3,6";"150,0";"10,0";"";"25,9";"";""
"06/05/2023";"0300";"";"";"";"";"";"";"";"";"";""
"06/05/2023";"0600";"";"";"";"";"";"";"";"";"";""
"06/05/2023";"0900";"";"";"";"";"";"";"";"";"";""
"06/05/2023";"1200";"20,4";"82,0";"930,5";"3,1";"90,0";"10,0";"";"";"18,9";"0,0"
"06/05/2023";"1500";"";"";"";"";"";"";"";"";"";""
"06/05/2023";"1800";"25,9";"55,0";"927,1";"2,1";"90,0";"6,3";"";"";"";""
"06/05/2023";"2100";"";"";"";"";"";"";"";"";"";""
"07/05/2023";"0000";"20,3";"84,0";"928,9";"3,6";"130,0";"6,3";"";"28,0";"";""
"07/05/2023";"0300";"";"";"";"";"";"";"";"";"";""
"07/05/2023";"0600";"";"";"";"";"";"";"";"";"";""
"07/05/2023";"0900";"";"";"";"";"";"";"";"";"";""
"07/05/2023";"1200";"20,2";"79,0";"929,1";"3,6";"70,0";"5,0";"";"";"18,8";"0,0"
"07/05/2023";"1500";"";"";"";"";"";"";"";"";"";""
"07/05/2023";"1800";"27,0";"46,0";"926,1";"1,5";"50,0";"2,5";"";"";"";""
"07/05/2023";"2100";"";"";"";"";"";"";"";"";"";""
"08/05/2023";"0000";"19,7";"92,0";"927,5";"2,6";"160,0";"0,0";"";"27,3";"";""
"08/05/2023";"0300";"";"";"";"";"";"";"";"";"";""
"08/05/2023";"0600";"";"";"";"";"";"";"";"";"";""
"08/05/2023";"0900";"";"";"";"";"";"";"";"";"";""
"08/05/2023";"1200";"22,1";"73,0";"929,1";"1,5";"10,0";"0,0";"";"";"19,1";"0,0"
"08/05/2023";"1500";"";"";"";"";"";"";"";"";"";""
"08/05/2023";"1800";"27,3";"45,0";"926,0";"3,6";"290,0";"6,3";"";"";"";""
"08/05/2023";"2100";"";"";"";"";"";"";"";"";"";""
"09/05/2023";"0000";"21,4";"79,0";"927,5";"1,5";"140,0";"0,0";"";"25,8";"";""
"09/05/2023";"0300";"";"";"";"";"";"";"";"";"";""
"09/05/2023";"0600";"";"";"";"";"";"";"";"";"";""
"09/05/2023";"0900";"";"";"";"";"";"";"";"";"";""
"09/05/2023";"1200";"21,8";"76,0";"928,9";"2,1";"180,0";"3,8";"";"";"18,9";"0,0"
"09/05/2023";"1500";"";"";"";"";"";"";"";"";"";""
"09/05/2023";"1800";"25,0";"63,0";"926,7";"5,1";"230,0";"8,8";"";"";"";""
"09/05/2023";"2100";"";"";"";"";"";"";"";"";"";""
"10/05/2023";"0000";"20,3";"88,0";"928,5";"3,6";"150,0";"10,0";"";"21,0";"";""
"10/05/2023";"0300";"";"";"";"";"";"";"";"";"";""
"10/05/2023";"0600";"";"";"";"";"";"";"";"";"";""
"10/05/2023";"0900";"";"";"";"";"";"";"";"";"";""
"10/05/2023";"1200";"19,0";"95,0";"928,5";"3,1";"150,0";"10,0";"";"";"19,0";"2,0"
"10/05/2023";"1500";"";"";"";"";"";"";"";"";"";""
"10/05/2023";"1800";"20,7";"82,0";"925,6";"3,6";"140,0";"10,0";"";"";"";""
"10/05/2023";"2100";"";"";"";"";"";"";"";"";"";""
"11/05/2023";"0000";"17,1";"93,0";"926,3";"1,5";"150,0";"10,0";"";"23,1";"";""
"11/05/2023";"0300";"";"";"";"";"";"";"";"";"";""
"11/05/2023";"0600";"";"";"";"";"";"";"";"";"";""
"11/05/2023";"0900";"";"";"";"";"";"";"";"";"";""
"11/05/2023";"1200";"19,5";"72,0";"925,3";"1,0";"230,0";"3,8";"";"";"16,8";"0,0"
"11/05/2023";"1500";"";"";"";"";"";"";"";"";"";""
"11/05/2023";"1800";"22,5";"49,0";"923,9";"4,1";"200,0";"3,8";"";"";"";""
"11/05/2023";"2100";"";"";"";"";"";"";"";"";"";""
"12/05/2023";"0000";"16,7";"84,0";"926,6";"4,6";"170,0";"10,0";"";"19,0";"";""
"12/05/2023";"0300";"";"";"";"";"";"";"";"";"";""
"12/05/2023";"0600";"";"";"";"";"";"";"";"";"";""
"12/05/2023";"0900";"";"";"";"";"";"";"";"";"";""
"12/05/2023";"1200";"15,6";"79,0";"927,7";"6,2";"170,0";"10,0";"";"";"14,7";"0,0"
"12/05/2023";"1500";"";"";"";"";"";"";"";"";"";""
"12/05/2023";"1800";"17,1";"75,0";"926,5";"7,2";"190,0";"6,3";"";"";"";""
"12/05/2023";"2100";"";"";"";"";"";"";"";"";"";""
"13/05/2023";"0000";"14,2";"89,0";"928,7";"4,1";"190,0";"7,5";"";"20,9";"";""
"13/05/2023";"0300";"";"";"";"";"";"";"";"";"";""
"13/05/2023";"0600";"";"";"";"";"";"";"";"";"";""
"13/05/2023";"0900";"";"";"";"";"";"";"";"";"";""
"13/05/2023";"1200";"15,1";"80,0";"929,4";"2,1";"80,0";"7,5";"";"";"13,4";"0,0"
"13/05/2023";"1500";"";"";"";"";"";"";"";"";"";""
"13/05/2023";"1800";"20,9";"48,0";"926,6";"1,0";"130,0";"6,3";"";"";"";""
"13/05/2023";"2100";"";"";"";"";"";"";"";"";"";""
"14/05/2023";"0000";"14,7";"84,0";"929,2";"3,6";"140,0";"10,0";"";"22,3";"";""
"14/05/2023";"0300";"";"";"";"";"";"";"";"";"";""
"14/05/2023";"0600";"";"";"";"";"";"";"";"";"";""
"14/05/2023";"0900";"";"";"";"";"";"";"";"";"";""
"14/05/2023";"1200";"15,0";"82,0";"930,5";"2,1";"80,0";"6,3";"";"";"12,0";"0,0"
"14/05/2023";"1500";"";"";"";"";"";"";"";"";"";""
"14/05/2023";"1800";"22,3";"37,0";"928,0";"3,1";"310,0";"1,3";"";"";"";""
"14/05/2023";"2100";"";"";"";"";"";"";"";"";"";""
"15/05/2023";"0000";"15,1";"89,0";"930,4";"2,1";"150,0";"2,5";"";"21,6";"";""
"15/05/2023";"0300";"";"";"";"";"";"";"";"";"";""
"15/05/2023";"0600";"";"";"";"";"";"";"";"";"";""
"15/05/2023";"0900";"";"";"";"";"";"";"";"";"";""
"15/05/2023";"1200";"15,6";"85,0";"931,0";"1,5";"210,0";"2,5";"";"";"11,9";"0,0"
"15/05/2023";"1500";"";"";"";"";"";"";"";"";"";""
"15/05/2023";"1800";"21,6";"34,0";"928,2";"3,6";"190,0";"3,8";"";"";"";""
"15/05/2023";"2100";"";"";"";"";"";"";"";"";"";""
"16/05/2023";"0000";"15,1";"69,0";"929,2";"1,0";"90,0";"1,3";"";"22,0";"";""
"16/05/2023";"0300";"";"";"";"";"";"";"";"";"";""
"16/05/2023";"0600";"";"";"";"";"";"";"";"";"";""
"16/05/2023";"0900";"";"";"";"";"";"";"";"";"";""
"16/05/2023";"1200";"16,4";"64,0";"929,3";"1,5";"310,0";"0,0";"";"";"12,0";"0,0"
"16/05/2023";"1500";"";"";"";"";"";"";"";"";"";""
"16/05/2023";"1800";"20,9";"47,0";"927,9";"6,2";"170,0";"1,3";"";"";"";""
"16/05/2023";"2100";"";"";"";"";"";"";"";"";"";""
"17/05/2023";"0000";"15,5";"84,0";"930,2";"4,6";"160,0";"7,5";"";"19,4";"";""
"17/05/2023";"0300";"";"";"";"";"";"";"";"";"";""
"17/05/2023";"0600";"";"";"";"";"";"";"";"";"";""
"17/05/2023";"0900";"";"";"";"";"";"";"";"";"";""
"17/05/2023";"1200";"15,5";"84,0";"930,5";"5,7";"180,0";"7,5";"";"";"12,7";"0,0"
"17/05/2023";"1500";"";"";"";"";"";"";"";"";"";""
"17/05/2023";"1800";"19,0";"59,0";"928,1";"4,6";"160,0";"2,5";"";"";"";""
"17/05/2023";"2100";"";"";"";"";"";"";"";"";"";""
"18/05/2023";"0000";"14,7";"82,0";"930,6";"4,1";"130,0";"2,5";"";"19,9";"";""
"18/05/2023";"0300";"";"";"";"";"";"";"";"";"";""
"18/05/2023";"0600";"";"";"";"";"";"";"";"";"";""
"18/05/2023";"0900";"";"";"";"";"";"";"";"";"";""
"18/05/2023";"1200";"15,5";"73,0";"931,8";"5,1";"140,0";"6,3";"";"";"11,8";"0,0"
"18/05/2023";"1500";"";"";"";"";"";"";"";"";"";""
"18/05/2023";"1800";"19,4";"59,0";"929,7";"3,6";"140,0";"0,0";"";"";"";""
"18/05/2023";"2100";"";"";"";"";"";"";"";"";"";""
"19/05/2023";"0000";"14,0";"86,0";"930,6";"3,1";"120,0";"1,3";"";"22,8";"";""
"19/05/2023";"0300";"";"";"";"";"";"";"";"";"";""
"19/05/2023";"0600";"";"";"";"";"";"";"";"";"";""
"19/05/2023";"0900";"";"";"";"";"";"";"";"";"";""
"19/05/2023";"1200";"15,4";"73,0";"931,2";"3,1";"40,0";"6,3";"";"";"13,0";"0,0"
"19/05/2023";"1500";"";"";"";"";"";"";"";"";"";""
"19/05/2023";"1800";"20,7";"60,0";"928,0";"4,6";"160,0";"0,0";"";"";"";""
"19/05/2023";"2100";"";"";"";"";"";"";"";"";"";""
"20/05/2023";"0000";"13,7";"91,0";"929,5";"3,1";"150,0";"2,5";"";"23,4";"";""
"20/05/2023";"0300";"";"";"";"";"";"";"";"";"";""
"20/05/2023";"0600";"";"";"";"";"";"";"";"";"";""
"20/05/2023";"0900";"";"";"";"";"";"";"";"";"";""
"20/05/2023";"1200";"13,3";"85,0";"930,0";"2,6";"80,0";"10,0";"";"";"12,3";"0,0"
"20/05/2023";"1500";"";"";"";"";"";"";"";"";"";""
"20/05/2023";"1800";"23,0";"38,0";"926,1";"2,6";"40,0";"0,0";"";"";"";""
"20/05/2023";"2100";"";"";"";"";"";"";"";"";"";""
"21/05/2023";"0000";"14,6";"89,0";"928,0";"1,5";"150,0";"0,0";"";"23,4";"";""
"21/05/2023";"0300";"";"";"";"";"";"";"";"";"";""
"21/05/2023";"0600";"";"";"";"";"";"";"";"";"";""
"21/05/2023";"0900";"";"";"";"";"";"";"";"";"";""
"21/05/2023";"1200";"16,2";"79,0";"928,2";"1,5";"80,0";"6,3";"";"";"13,3";"0,0"
"21/05/2023";"1500";"";"";"";"";"";"";"";"";"";""
"21/05/2023";"1800";"23,1";"33,0";"925,6";"1,5";"120,0";"5,0";"";"";"";""
"21/05/2023";"2100";"";"";"";"";"";"";"";"";"";""
"22/05/2023";"0000";"18,2";"78,0";"927,5";"1,5";"190,0";"3,8";"";"23,4";"";""
"22/05/2023";"0300";"";"";"";"";"";"";"";"";"";""
"22/05/2023";"0600";"";"";"";"";"";"";"";"";"";""
"22/05/2023";"0900";"";"";"";"";"";"";"";"";"";""
"22/05/2023";"1200";"17,1";"75,0";"929,8";"2,1";"50,0";"6,3";"";"";"16,9";"0,0"
"22/05/2023";"1500";"";"";"";"";"";"";"";"";"";""
"22/05/2023";"1800";"23,2";"38,0";"927,3";"2,6";"340,0";"7,5";"";"";"";""
"22/05/2023";"2100";"";"";"";"";"";"";"";"";"";""
"23/05/2023";"0000";"18,6";"73,0";"929,6";"2,6";"120,0";"0,0";"";"24,4";"";""
"23/05/2023";"0300";"";"";"";"";"";"";"";"";"";""
"23/05/2023";"0600";"";"";"";"";"";"";"";"";"";""
"23/05/2023";"0900";"";"";"";"";"";"";"";"";"";""
"23/05/2023";"1200";"18,9";"70,0";"931,6";"1,5";"50,0";"0,0";"";"";"16,0";"0,0"
"23/05/2023";"1500";"";"";"";"";"";"";"";"";"";""
"23/05/2023";"1800";"23,8";"47,0";"929,1";"4,1";"150,0";"6,3";"";"";"";""
"23/05/2023";"2100";"";"";"";"";"";"";"";"";"";""
"24/05/2023";"0000";"17,0";"78,0";"930,1";"1,0";"110,0";"0,0";"";"24,2";"";""
"24/05/2023";"0300";"";"";"";"";"";"";"";"";"";""
"24/05/2023";"0600";"";"";"";"";"";"";"";"";"";""
"24/05/2023";"0900";"";"";"";"";"";"";"";"";"";""
"24/05/2023";"1200";"18,7";"73,0";"930,8";"3,1";"80,0";"0,0";"";"";"14,0";"0,0"
"24/05/2023";"1500";"";"";"";"";"";"";"";"";"";""
"24/05/2023";"1800";"23,8";"51,0";"927,5";"3,6";"70,0";"1,3";"";"";"";""
"24/05/2023";"2100";"";"";"";"";"";"";"";"";"";""
"25/05/2023";"0000";"17,9";"91,0";"930,4";"2,1";"130,0";"7,5";"";"25,1";"";""
"25/05/2023";"0300";"";"";"";"";"";"";"";"";"";""
"25/05/2023";"0600";"";"";"";"";"";"";"";"";"";""
"25/05/2023";"0900";"";"";"";"";"";"";"";"";"";""
"25/05/2023";"1200";"17,9";"82,0";"931,4";"5,1";"60,0";"1,3";"";"";"16,5";"0,0"
"25/05/2023";"1500";"";"";"";"";"";"";"";"";"";""
"25/05/2023";"1800";"25,1";"48,0";"928,6";"2,6";"80,0";"6,3";"";"";"";""
"25/05/2023";"2100";"";"";"";"";"";"";"";"";"";""
"26/05/2023";"0000";"17,8";"92,0";"930,2";"2,1";"150,0";"0,0";"";"26,6";"";""
"26/05/2023";"0300";"";"";"";"";"";"";"";"";"";""
"26/05/2023";"0600";"";"";"";"";"";"";"";"";"";""
"26/05/2023";"0900";"";"";"";"";"";"";"";"";"";""
"26/05/2023";"1200";"18,6";"75,0";"930,5";"3,1";"70,0";"0,0";"";"";"16,6";"0,0"
"26/05/2023";"1500";"";"";"";"";"";"";"";"";"";""
"26/05/2023";"1800";"26,2";"33,0";"927,6";"2,6";"40,0";"5,0";"";"";"";""
"26/05/2023";"2100";"";"";"";"";"";"";"";"";"";""
"27/05/2023";"0000";"21,8";"55,0";"928,5";"3,6";"60,0";"0,0";"";"25,8";"";""
"27/05/2023";"0300";"";"";"";"";"";"";"";"";"";""
"27/05/2023";"0600";"";"";"";"";"";"";"";"";"";""
"27/05/2023";"0900";"";"";"";"";"";"";"";"";"";""
"27/05/2023";"1200";"19,7";"72,0";"929,5";"2,6";"40,0";"3,8";"";"";"17,1";"0,0"
"27/05/2023";"1500";"";"";"";"";"";"";"";"";"";""
"27/05/2023";"1800";"25,8";"43,0";"926,5";"3,6";"310,0";"3,8";"";"";"";""
"27/05/2023";"2100";"";"";"";"";"";"";"";"";"";""
"28/05/2023";"0000";"20,8";"63,0";"927,9";"1,5";"160,0";"0,0";"";"21,7";"";""
"28/05/2023";"0300";"";"";"";"";"";"";"";"";"";""
"28/05/2023";"0600";"";"";"";"";"";"";"";"";"";""
"28/05/2023";"0900";"";"";"";"";"";"";"";"";"";""
"28/05/2023";"1200";"18,8";"86,0";"928,0";"3,1";"190,0";"6,3";"";"";"17,1";"0,0"
"28/05/2023";"1500";"";"";"";"";"";"";"";"";"";""
"28/05/2023";"1800";"20,5";"77,0";"926,0";"2,6";"220,0";"10,0";"";"";"";""
"28/05/2023";"2100";"";"";"";"";"";"";"";"";"";""
"29/05/2023";"0000";"16,5";"93,0";"928,3";"4,1";"220,0";"10,0";"";"18,8";"";""
"29/05/2023";"0300";"";"";"";"";"";"";"";"";"";""
"29/05/2023";"0600";"";"";"";"";"";"";"";"";"";""
"29/05/2023";"0900";"";"";"";"";"";"";"";"";"";""
"29/05/2023";"1200";"15,5";"92,0";"930,3";"6,7";"140,0";"8,8";"";"";"15,3";"2,0"
"29/05/2023";"1500";"";"";"";"";"";"";"";"";"";""
"29/05/2023";"1800";"17,8";"79,0";"928,6";"5,1";"160,0";"6,3";"";"";"";""
"29/05/2023";"2100";"";"";"";"";"";"";"";"";"";""
"30/05/2023";"0000";"15,3";"89,0";"931,1";"4,1";"130,0";"8,8";"";"17,8";"";""
"30/05/2023";"0300";"";"";"";"";"";"";"";"";"";""
"30/05/2023";"0600";"";"";"";"";"";"";"";"";"";""
"30/05/2023";"0900";"";"";"";"";"";"";"";"";"";""
"30/05/2023";"1200";"15,3";"88,0";"932,4";"4,6";"130,0";"10,0";"";"";"14,4";"0,0"
"30/05/2023";"1500";"";"";"";"";"";"";"";"";"";""
"30/05/2023";"1800";"16,9";"81,0";"929,4";"5,1";"150,0";"10,0";"";"";"";""
"30/05/2023";"2100";"";"";"";"";"";"";"";"";"";""
"31/05/2023";"0000";"15,7";"89,0";"930,1";"2,6";"120,0";"8,8";"";"16,6";"";""
"31/05/2023";"0300";"";"";"";"";"";"";"";"";"";""
"31/05/2023";"0600";"";"";"";"";"";"";"";"";"";""
"31/05/2023";"0900";"";"";"";"";"";"";"";"";"";""
"31/05/2023";"1200";"15,7";"94,0";"928,9";"3,6";"100,0";"10,0";"";"";"15,4";"7,0"
"31/05/2023";"1500";"";"";"";"";"";"";"";"";"";""
"31/05/2023";"1800";"16,4";"93,0";"927,8";"3,1";"190,0";"10,0";"";"";"";""
"31/05/2023";"2100";"";"";"";"";"";"";"";"";"";""
"01/06/2023";"0000";"16,2";"90,0";"930,2";"2,6";"200,0";"10,0";"";"19,2";"";""
"01/06/2023";"0300";"";"";"";"";"";"";"";"";"";""
"01/06/2023";"0600";"";"";"";"";"";"";"";"";"";""
"01/06/2023";"0900";"";"";"";"";"";"";"";"";"";""
"01/06/2023";"1200";"16,3";"91,0";"931,0";"2,1";"170,0";"6,3";"";"";"15,3";""
"01/06/2023";"1500";"";"";"";"";"";"";"";"";"";""
"01/06/2023";"1800";"19,2";"71,0";"929,6";"2,6";"180,0";"8,8";"";"";"";""
"01/06/2023";"2100";"";"";"";"";"";"";"";"";"";""
"02/06/2023";"0000";"15,5";"87,0";"931,1";"3,6";"160,0";"3,8";"";"21,3";"";""
"02/06/2023";"0300";"";"";"";"";"";"";"";"";"";""
"02/06/2023";"0600";"";"";"";"";"";"";"";"";"";""
"02/06/2023";"0900";"";"";"";"";"";"";"";"";"";""
"02/06/2023";"1200";"17,6";"79,0";"931,2";"2,1";"80,0";"6,3";"";"";"14,8";"0,0"
